Codigo,Categoria,Estado,Municipio,Ubicación,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Nombre,Dirección (por favor incluya el nombre del barrio),Teléfono(s) ,E-mail ,Página web ,Redes sociales del proveedor,Detalles
21206830,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.56666667, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
35020150,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.05, -74.21666667)",Orinoco,Meta,Río Guayuriba,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
21200040,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.6, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
21200010,Pinturas y herramientas menores,Suspendida,"Bogota, D.C","(4.6, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
21200180,Pinturas y herramientas menores,Suspendida,"Bogota, D.C","(4.6, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
21200470,Productos y materias primas,Suspendida,"Bogota, D.C","(4.6, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
2120000148,Productos y materias primas,Activa,"Bogota, D.C","(4.67, -74.11)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
21205509,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.39666778, -74.6283125)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
21206270,Yesos entro otros,Activa,"Bogota, D.C","(4.7, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
21207160,Manufactura de calzado,Activa,"Bogota, D.C","(4.7, -74.16666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
21209830,Cerámica y porcelana,Activa,"Bogota, D.C","(4.7, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
21206430,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.71666667, -74.03333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
21206880,Insumos cerámica,Activa,"Bogota, D.C","(4.71666667, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
21207700,Fabricación cerámica,Suspendida,"Bogota, D.C","(4.73333333, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
21207710,Cerámica y esmaltado,Suspendida,"Bogota, D.C","(4.61666667, -74.2)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
21205210,Fabricación cerámica,Suspendida,"Bogota, D.C","(4.63333333, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
21201450,Piezas metálicas,Suspendida,"Bogota, D.C","(4.65, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
21205010,Corte metal,Suspendida,"Bogota, D.C","(4.6, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
21205250,Publicidad e impresión,Suspendida,"Bogota, D.C","(4.61666667, -74.18333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
21205040,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.55, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
21200050,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.6, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
2120000099,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.74923333, -74.08073056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
2120700037,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.55643889, -74.12517222)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
2120000102,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.63536944, -74.20540833)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
2120000104,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.81324722, -74.03125556)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
2120700038,Productos y materias primas,Activa,"Bogota, D.C","(4.56233889, -74.14884444)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
2120000100,Productos y materias primas,Activa,"Bogota, D.C","(4.65238889, -74.07543333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
2120000101,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.58073889, -74.17828056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
2120000103,Yesos entro otros,Activa,"Bogota, D.C","(4.73255833, -74.01868889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
2120000105,Manufactura de calzado,Activa,"Bogota, D.C","(4.76345833, -74.02177222)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
2120000106,Cerámica y porcelana,Activa,"Bogota, D.C","(4.5117, -74.16352222)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
2120000107,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.53603889, -74.10647222)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
2120000108,Insumos cerámica,Activa,"Bogota, D.C","(4.67493333, -74.11360833)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
2120000109,Fabricación cerámica,Activa,"Bogota, D.C","(4.720125, -74.10828889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
2120000146,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.73, -74.02)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
2120000147,Fabricación cerámica,Activa,"Bogota, D.C","(4.76, -74.02)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
2120700154,Piezas metálicas,Activa,"Bogota, D.C","(4.55346111, -74.1078)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
2120000117,Corte metal,Activa,"Bogota, D.C","(4.54293056, -74.08026389)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
2120000118,Publicidad e impresión,Activa,"Bogota, D.C","(4.74296111, -74.10135833)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
2120000119,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.55576389, -74.096675)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
2120000120,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.71661944, -74.0644)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
2120000122,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.62456667, -74.15499167)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
2120000125,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.61958611, -74.11321944)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
2120700155,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.83065, -74.04818056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
2120000127,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.48996944, -74.11308056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
2120000128,Productos y materias primas,Activa,"Bogota, D.C","(4.50448889, -74.09235)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
2120000130,Productos y materias primas,Activa,"Bogota, D.C","(4.5328, -74.11683889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
2120000131,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.545, -74.13943889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
2120000135,Yesos entro otros,Activa,"Bogota, D.C","(4.61823056, -74.06438889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
2120000136,Manufactura de calzado,Activa,"Bogota, D.C","(4.58781111, -74.06813056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
2120700159,Cerámica y porcelana,Activa,"Bogota, D.C","(4.56, -74.13)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
2120000142,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.64, -74.21)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
2120000143,Insumos cerámica,Activa,"Bogota, D.C","(4.81, -74.03)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
2120700160,Fabricación cerámica,Activa,"Bogota, D.C","(4.56, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
2120000121,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.57587222, -74.10617778)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
2120000123,Fabricación cerámica,Activa,"Bogota, D.C","(4.60356111, -74.14850833)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
2120000124,Piezas metálicas,Activa,"Bogota, D.C","(4.583175, -74.13246111)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
2120000126,Corte metal,Activa,"Bogota, D.C","(4.48706111, -74.10213056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
2120000129,Publicidad e impresión,Activa,"Bogota, D.C","(4.50643056, -74.10251111)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
2120000132,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.53531111, -74.14908889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
2120000133,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.56143889, -74.07481944)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
2120000134,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.55256944, -74.08373056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
2120000137,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.74943056, -74.02285)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
2120000138,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.76586944, -74.04681111)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
2120000139,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.67553056, -74.01926944)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
2120000140,Productos y materias primas,Activa,"Bogota, D.C","(4.7055, -74.02263056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
2120000141,Productos y materias primas,Activa,"Bogota, D.C","(4.75, -74.08)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
2120000144,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.65, -74.08)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
2120000145,Yesos entro otros,Activa,"Bogota, D.C","(4.58, -74.18)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
2120000149,Manufactura de calzado,Activa,"Bogota, D.C","(4.72, -74.11)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
